         16127163 function calls (14951606 primitive calls) in 151.286 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/mpmath/ctx_mp_python.py:201(__rdiv__)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/mpmath/functions/rszeta.py:1(<module>)
       28    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/sre_parse.py:928(fix_flags)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/matrices/determinant.py:1(<module>)
       56    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/sre_compile.py:619(isstring)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/polys/factortools.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/sets/ordinals.py:81(__new__)
       18    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/sre_parse.py:433(_uniq)
        4    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/onnx/symbolic_opset9.py:815(overload_by_arg_count)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/onnx/_internal/diagnostics/infra/context.py:272(DiagnosticContext)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/solvers/ode/subscheck.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/solvers/ode/hypergeometric.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/polys/domains/characteristiczero.py:1(<module>)
        8    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/core/sympify.py:67(_is_numpy_instance)
        5    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/onnx/symbolic_opset9.py:2181(wrap_logical_op_with_negation)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/_ops.py:142(py_functionalize_impl)
       20    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/logging/__init__.py:912(acquire)
        1    0.000    0.000    0.000    0.000 /home/amax/xyc/MATr/offpymarl/src/components/action_selectors.py:10(__init__)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/solvers/bivariate.py:1(<module>)
        5    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/core/numbers.py:2089(__new__)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/functions/elementary/miscellaneous.py:35(IdentityFunction)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/functions/elementary/trigonometric.py:2759(acot)
       35    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/dataclasses.py:843(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/polys/polyutils.py:170(<listcomp>)
       36    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/nn/modules/module.py:1691(remove_from)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/polys/domains/rationalfield.py:14(RationalField)
        2    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/numpy/core/_dtype.py:346(_name_get)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/series/series_class.py:11(SeriesBase)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/core/multidimensional.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/onnx/_internal/diagnostics/infra/sarif/_address.py:12(Address)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/onnx/_internal/diagnostics/_diagnostic.py:100(__init__)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/plotting/intervalmath/interval_membership.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/assumptions/refine.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/solvers/inequalities.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/polys/domains/simpledomain.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/matrices/expressions/matmul.py:24(MatMul)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/optim/optimizer.py:365(profile_hook_step)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/solvers/pde.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/polys/rings.py:572(PolyElement)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/functions/combinatorial/factorials.py:276(subfactorial)
       20    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:23(_object_name)
        2    0.000    0.000    0.000    0.000 {built-in method torch._C._get_schema}
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/polys/numberfields/subfield.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/ctypes/__init__.py:391(__getitem__)
        8    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/mpmath/ctx_iv.py:30(convert_mpf_)
      156    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/storage.py:29(__init__)
       10    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/logging/__init__.py:431(_format)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/functions/elementary/exponential.py:603(log)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/random.py:366(randint)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/polys/matrices/sdm.py:19(SDM)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/polys/domains/domainelement.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/posixpath.py:338(normpath)
        3    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/mpmath/matrices/matrices.py:749(__init__)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/onnx/symbolic_opset13.py:27(_apply)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/mpmath/functions/expintegrals.py:1(<module>)
        6    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/typing.py:1107(__mro_entries__)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/ntheory/generate.py:56(__init__)
        6    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/nn/modules/module.py:596(add_module)
       10    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/logging/__init__.py:423(usesTime)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/solvers/ode/riccati.py:1(<module>)
      331    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/functions/elementary/exponential.py:217(exp)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/solvers/deutils.py:1(<module>)
       89    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/mpmath/functions/functions.py:81(defun_wrapped)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/unittest/mock.py:1281(__init__)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/matrices/expressions/matpow.py:12(MatPow)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/onnx/_internal/diagnostics/infra/sarif/_web_response.py:15(WebResponse)
       83    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/onnx/symbolic_helper.py:313(quantized_args)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/matrices/matrices.py:743(MatrixBase)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/onnx/_internal/diagnostics/infra/sarif/_notification.py:18(Notification)
        3    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/core/expr.py:184(__neg__)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/core/decorators.py:1(<module>)
        3    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/typing.py:284(_flatten_literal_params)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/matrices/immutable.py:30(ImmutableRepMatrix)
       28    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/sre_parse.py:76(__init__)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/mpmath/functions/elliptic.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/__init__.py:41(__sympy_debug)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/geometry/util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/functions/special/error_functions.py:48(erf)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/functions/elementary/trigonometric.py:243(sin)
       12    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/enum.py:423(__getattr__)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/external/importtools.py:14(__sympy_debug)
       27    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/copy.py:243(_keep_alive)
        2    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/copy.py:210(_deepcopy_tuple)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/core/basic.py:2061(Atom)
      118    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/typing_extensions.py:3024(<listcomp>)
       12    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/sre_parse.py:296(_class_escape)
       28    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/core/core.py:59(__setattr__)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/core/operations.py:19(AssocOp)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/core/function.py:380(Function)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/polys/orthopolys.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/onnx/_internal/diagnostics/infra/sarif/_web_request.py:15(WebRequest)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/strategies/core.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/functions/special/bessel.py:1316(airyai)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/polys/matrices/ddm.py:88(DDM)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/functions/special/bessel.py:970(yn)
       33    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/_dynamo/variables/base.py:29(__init__)
       14    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/mpmath/ctx_mp_python.py:336(__new__)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/_dynamo/variables/higher_order_ops.py:399(CondHigherOrderVariable)
       61    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/sre_parse.py:169(__setitem__)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/functions/elementary/hyperbolic.py:153(sinh)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/functions/elementary/trigonometric.py:912(tan)
      6/2    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/gym/core.py:297(close)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/functions/elementary/trigonometric.py:2088(asin)
       10    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/genericpath.py:121(_splitext)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/_dynamo/replay_record.py:41(ExecutionRecorder)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/functions/elementary/trigonometric.py:553(cos)
       48    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/core/logic.py:92(fuzzy_bool)
